Ticker,Name,Asset_Class,Geography,Sector,Expense_Ratio,ESG,VTI,VOO,QQQ,VGT,VHT,VFH,VPU,VDC,VCR,VWO,VEA,ESGV,VSGX,BND,BNDX,BSV,BLV,VCSH,VCLT,VTIP
BSV,Vanguard Short-Term Bond ETF,Bond,US,Short-Term,0.04,False,-0.005272875292409727,-0.013951413779606327,0.011720806850576837,-0.007987001638414013,0.021772703586118637,0.0017671691363990475,0.015782435282721892,-0.006574209798738561,-0.009385461997044688,-0.015298648498234908,-0.0026008991423790632,-0.012611166642498945,-0.0017161127969604665,-0.012239043282675397,-0.005186880384923791,-0.000826833156445511,0.014273272222362765,-0.0037626172355760628,0.00439674557115801,-0.0033395547033703765
BLV,Vanguard Long-Term Bond ETF,Bond,US,Long-Term,0.04,False,-0.009778311203344239,-0.004050444866969838,-0.024591079216820577,0.009936116085832815,0.017625431701007114,0.023543295399816942,-0.004538494217862741,-0.01371317463671834,0.005113577693562192,-0.0070304681969502025,0.01010816719344709,-0.004211208274741882,0.0064521616958922254,0.006584826930440939,0.007082482250097688,-0.00034300561765617367,-0.00032171396493445965,-0.0019179929086408855,0.004564121755028173,-0.00111373373843252
VCSH,Vanguard Short-Term Corporate Bond ETF,Bond,US,Corporate,0.04,False,0.003492473325952739,0.0016574057728609135,0.008600402885699026,0.015038316744400948,0.004713236696740321,0.004283178393943718,-0.010846174332890113,-0.0004810557262869477,0.0054047015916662685,0.007792974292030344,0.009534544439424138,0.0021642662011397136,0.0019197296096843423,0.001890117405508541,0.0017656607000657767,0.0007862800592225256,0.002166535250026618,-0.006628087020950748,-0.004630783616852085,-0.0077794698428705665
VCLT,Vanguard Long-Term Corporate Bond ETF,Bond,US,Corporate,0.04,False,-0.00873024075521211,0.014762732890661155,-0.0094893563841877,0.009777149433257947,0.0007300347816820028,0.002270491164900316,0.0017588624691120395,-0.014697203740310022,0.010952099074988798,0.012934248148521527,-0.012107173764463845,0.006300294658355647,-0.005515312695639356,-0.005835108239286078,0.0036353289792945814,-0.002830076098745852,-0.0034902854183069577,-0.004670609231081842,-0.00019694212202851435,-0.0034951432901161646
VTIP,Vanguard Short-Term Inflation-Protected Securities ETF,Bond,US,Inflation-Protected,0.04,False,-0.013773037013352916,-0.014008621511794394,0.009008980028897391,-0.023103370798356847,0.001550313267182613,-0.002741164642025014,-0.017334393655628517,0.007950559636896027,0.027946600389110777,-0.0036246221767119308,0.0008993411099984872,-0.005224230531083212,0.0025921640429079303,-0.00517656196524619,0.007532704296393015,-0.002897636480969935,0.001106255813010252,0.003717139583936544,-0.0013023297436035185,0.0034616516908833996
,,,,,,,0.015006487689215541,0.011981637521549595,-0.010998887348137752,-0.010457057637373028,0.006485179727304166,0.001685409047822823,0.003581677141847815,0.0011743975293450329,0.00427415967178767,-0.009160163115066266,-0.006745798547491726,-0.0037799782214343407,0.00749609790636618,0.008581965136041016,-0.005357901247567756,-0.004015627661493633,0.0025013581249115195,-0.006336848911154821,-0.004828006878447329,0.007336526821446082
,,,,,,,-0.0019077630048653566,0.0004523306101958705,-0.026623231509967784,-0.003262779533272571,-0.009877925651984056,-0.001174698363805439,-0.0011260258629866868,-0.014225514994649305,-0.004739636257074988,0.023157917787176123,-0.012235049106753345,-0.008916983088473109,-0.02014941278577478,-0.004527534399713656,2.0872106467685348e-05,-0.0046508133135111296,0.0011742117013506903,-0.007789360672474189,0.0020008209197288347,-0.001897173763292753
,,,,,,,0.0010252820468792383,-0.00946508651047951,-0.02396313656824744,-0.0006665014365006943,-0.002223765374233451,0.0074310867668859045,-0.004310365018682423,-0.0027420907704986345,9.425687808005563e-05,0.028222394620761263,-0.0018201705042437044,3.560829625223576e-05,0.011940740649558976,-0.005566752552979798,-0.0024572727567960754,-0.003501848076661438,-0.004898476598544284,-0.002950124897669472,-0.0024882287888990822,0.003982441771580492
,,,,,,,-0.013897481862134568,0.004971034742632707,0.0011712741999207299,0.00976008146326017,-0.016335840738775895,0.00991702316794584,-0.015597030672667954,-0.007171564055905832,-0.017340759048891183,0.016061728812508728,-0.002734827884558197,-0.008134286341908147,-0.0030125473868107197,0.0058865727118236465,-0.00763929712682728,0.0006283875204123876,0.0012318088566272535,0.0038597775125492288,0.0034770191492511852,-0.009370300352937335
,,,,,,,-0.005093827245251827,0.0023405969557347005,0.004345837525822228,0.0031155150139988074,0.004342231226052792,-0.007509894605079495,0.0054860010656971655,0.0035417451041918043,-0.006597131310890582,0.001765090281040385,0.024617164863455224,0.0060812781324120005,0.004604899332402303,0.0018927643814295714,0.0019335498880245995,-0.002528362546475652,0.007510979693588184,-0.0007846090399844478,-0.005150957814471659,0.0034972562055680576
,,,,,,,0.001459225897098661,-0.005652168771587947,-0.013114749376566127,-0.01958016538065152,0.00682195939702741,-0.012962329535577782,-0.004977008396619114,0.013754504460231446,-0.00374282438113104,-0.012532251546254822,0.004679598253606961,-0.017508664919341114,0.012322469236452279,-0.004489627882681995,0.012757782757922118,0.0016908433926932887,0.0024431788225726366,-0.0021229053905780916,0.008795203064209105,-0.003819742073637405
,,,,,,,-0.011159935774223029,0.001048020849900189,0.01002888688166061,0.006152967765089448,-0.00448186462299374,-0.018012053731032967,-0.011349168357102882,-0.018401724696457445,-0.004890883979345925,-0.012887110504905045,-0.013426175007542373,-0.003246296724524624,-0.013366736972304661,0.001283124877023095,-0.009000388722528764,0.00025414124625768557,0.005009935945359205,0.00042179398757803525,-0.0042816632929603094,0.0017367280835398505
,,,,,,,0.004106980183456719,-0.003503135968617602,-0.024472800934034398,0.009608786179257348,0.016089867632900327,0.005429913269125436,-0.028372622132816494,0.0015002607914741718,0.00187354872033722,0.008760225684252118,-0.005297740041709423,0.0033610733919174213,-0.006744410024275466,-0.004928763418201387,3.859694475264838e-05,-0.005755512640314161,-0.0009850598500631385,-0.00852853716429826,0.0012965116860021804,-0.0010387620911985463
,,,,,,,-0.005656386899188051,0.0014851734525124804,-0.0005411969797097486,0.008846856718965597,-0.011907656630023413,-0.010683666061738737,7.485094949363742e-05,-0.0012513279556664039,-0.007874199323822006,0.00709437153421894,0.010563832954293985,0.0021883451632250437,-0.002535486958757048,0.005704106992113026,0.0034027146753738673,0.002114926752665069,0.003949501197118553,0.0026735282688751623,0.004159296551940338,0.00680207004891917
,,,,,,,-0.002566937497932768,0.006971306745210466,-0.01771524299643685,0.016661710883319324,-0.014293748802098202,-0.02117890592952483,0.01807251596669744,0.007063400764504657,0.011560306673244715,0.02282557748714287,0.02123442772869925,0.027280336639804965,-0.007487535211244284,0.005506854824365667,0.0008153910082809057,0.0025823959367751296,0.00159633919108263,0.0021171751570182207,-0.002653202151000564,-0.004172178241699591
,,,,,,,-0.005667066122293969,0.01621016816145352,-0.009327541617032387,0.012958832318233561,0.0025945181855997206,0.004235786045309641,0.0169625921454787,0.0024819662823768913,0.00035207064918197094,0.010807201480578225,-0.015509833122379583,0.0038480002456790755,0.017699365758368085,0.0028600309941097155,-0.00036564026257870203,-0.00283158802450456,-0.00455455364843616,-0.0018465423704786062,0.004462343217164753,0.0033380314878091555
,,,,,,,0.01887278184508938,-0.01202815498826849,0.0011609800697462104,0.00733770118842655,0.010820983026121545,0.025279995174327906,-0.004220962565862719,-0.007169693317388192,0.0002569967886138558,-0.023649284828157088,-0.018449243851390452,-0.009690545968420103,-0.008217720938267928,0.002008305306235083,-0.006296081817229121,0.001410574628684975,0.0017926050239943725,0.005229622558982083,-0.005945917989002082,-0.0011975373164826674
,,,,,,,0.0002150277526206608,0.021680333746562665,-0.012456200479259286,-0.0006024856718797055,0.017189276914578687,0.00028929088460106676,-0.005672120603617806,-0.002840539356666182,-0.0029289471651291784,0.017231161883566697,0.01905965175371782,-0.0006046424708907303,-0.005205467794868667,0.00900594062433687,0.0013639337147008182,-0.002419494712227597,-0.004758483317201553,-0.005437480494765194,0.007460588495912802,-0.0005915273900483188
,,,,,,,-0.010227109289559003,-0.01917087799522502,-0.00531833316344738,-0.02446441400273987,-0.0042388426286894005,0.008734907744516419,0.0050377425607502375,-0.007610258568034892,0.0019019068385897914,-0.015568970037030607,0.004246141773709039,-0.017412463334664518,0.002393890316029768,0.00019843163694112644,-0.003583819885079632,0.0004430111302450062,-0.0029644013744239595,0.005839544966267846,0.00027074632482879145,-0.0007192694657960484
,,,,,,,0.00857544912103189,-0.0011678509503558333,0.015544392138216609,0.006894273286988787,0.011136808334312956,0.00116829358547565,-0.009633854391882916,0.011110071385985984,0.008600982646676346,-0.005743540351237625,-0.008332927318763665,-0.0004559974929676088,-0.011671495260760889,-0.005709370627104006,-0.010749608524892765,-0.003643495220864897,0.0011466415364618707,0.0009724683279762556,-0.002782057039844398,-0.004028365522470565
,,,,,,,-0.011858436499710223,0.006233172064845765,-0.00820337804284723,0.003565315307446667,-3.508469500707208e-05,-0.0006388965319114267,0.00336791899819466,0.0005631164867194222,-0.008321302157109004,0.004403203300027112,0.005696290861224353,-0.007980560570007587,-0.003606807117562638,0.0024473695641615343,0.0061729611025686535,-0.00522931935760373,0.0016862213669006205,-0.0014827629493908668,-0.0012959088621371723,0.00012950517046664213
,,,,,,,0.0024386359500475543,0.0031599186773503267,0.012985381680977128,0.004523682557930601,-0.0013762729994081962,0.009540764829877686,0.008010802783846903,0.019361906857530073,-0.006231164890752567,0.032330679836543426,-0.026007477390168777,0.009503902755601618,0.0035245326125017515,0.01063023524768557,0.004991929099210212,-0.0009984515688389061,-0.005746162325385646,0.00010063182315844216,0.0042445963469635965,-0.0001132411106091075
,,,,,,,-0.019246701238797757,-0.005876995198205938,-0.016495602819864272,-0.018701228637304643,0.009186599374866723,-0.0025527454418865134,0.012619332238843076,-0.0002566081381462077,-0.002687260287766647,0.05015869689608577,0.00038375506597160996,-0.005145402745955349,-0.0029786040438251125,-0.004873797465929261,0.00045830488425539903,-0.00022118683882450848,0.005469928855914381,-0.0003363238290547087,-0.002722276459252191,0.0014062012420336467
,,,,,,,-0.012931860488984306,-0.0017312225035727522,0.008397062668729242,-0.015765848106123935,0.006873228784134196,0.0030239231407190297,-0.0006515407647995277,-0.006734067669104628,-0.01310870923473215,0.010107568946178924,0.0036282117284308526,-0.0008176591579524663,-0.0005838685889994828,-0.0016073138334699287,0.001345373441028513,-0.0010430390808438123,0.0030600313915023648,0.006301414482088585,-0.003546788447113888,0.0006225257284643129
,,,,,,,0.0023186123586912354,-0.004580009346588329,0.022073529309868504,0.01624729279999355,-0.015413921569842493,0.0035669780619601364,-0.0016867375017696586,-0.014787143926128272,-0.007842578597214978,-0.0025311458995262055,0.009592701395378298,-0.006005578414044034,-0.0049433211244837095,0.0022822301905072633,0.005571590063577807,-0.0034020916746676784,-0.003323642178054419,-0.0051833956373550675,-0.0009076829879186909,0.004189972748061181
,,,,,,,0.007734665799954104,-0.0055436475694421155,-0.03662466750190934,-0.00014332730784982566,0.015115403497258957,-0.006330904536430488,-0.008429825867565612,-0.01768139676255945,-0.004412208735446591,0.008952090375688804,-0.009788959522925378,0.017738513518533314,-0.01479470309180767,-6.952424502869577e-05,0.0013216982838904132,-0.0010496971863934114,-0.007487923982245877,-0.003612596195732991,-0.005684810563849841,0.004817543080236843
,,,,,,,0.002063682811899705,0.008846020970210247,-0.01150342883205715,0.010672510460589367,0.014150913541474516,0.010270423495365229,-0.007918803540398601,-0.015491359430054898,0.009093891807127275,0.014602486813981377,0.0012068716140335905,-0.002862427661179117,0.0035659321133923857,-0.004711517901886573,0.004720087773806572,0.0009578842577422019,-0.0005245228954071565,0.005381514460362398,0.009302719539709079,-0.0050531166091390065
,,,,,,,-0.0008064828238824053,0.0039201548596504735,0.0091060819077081,0.0008747756419569176,-0.005905627015095295,-0.0013995975669540864,-0.0019147889190152677,0.0030212665101148344,0.0029756132900192497,-0.004730682008915067,-0.008904246260595874,0.018675570434792017,0.017899330716472414,0.005809289281152354,-0.0012874110043692506,1.5320909632389034e-05,-0.0020297185693058007,-0.002777674675919296,-0.0026319729560736163,0.004543862502953855
,,,,,,,-0.0026610369558928877,-0.006579095952606542,-0.0025956807906448902,0.0008963420924361778,0.00430803533437409,-0.007207451594928448,0.004023655068161781,0.005437250232299338,0.0022858991136754437,0.029123381694597158,0.002903837556743171,0.008491517621182665,0.0005340163078343813,0.011800203610086298,0.006759918692869732,0.0006975030917976402,0.000765702285265114,0.004702665386657957,0.004358083930902017,-0.005731682135549272
,,,,,,,-0.014435219903674275,0.009345998754332507,0.006017188100569632,0.014524257089639966,0.0052903018628273875,0.005715098435704035,0.009485846262332493,-0.015461907020321335,0.008858979621679721,0.004081132147062433,-0.008603463223630241,0.005170667273353861,0.0026026411724754954,0.0011806572951195368,0.0018039286296634197,-0.0018603456013626986,-0.0016155833057778326,0.008697179915043549,0.001247350418238863,0.0031392794406886752
,,,,,,,-0.006848442083947087,0.0034229952087660932,-0.008609777800737307,-0.0072906709232606086,0.0029567376582390714,-0.008634679817910372,-0.0076817895068034495,0.009300383140761155,-0.0010237178839939665,0.008363889425462307,-0.003731008391602206,0.004037331473175197,0.007277227551168594,-0.004320341448680002,0.0011702597180293702,0.003665153744148479,-0.009837284303725049,-0.0018089751347081682,-0.00472267025240984,0.0032986939235143437
,,,,,,,-0.004256387709597876,0.008478621188389601,0.0017488468120934989,0.0018918116541147504,-0.005153051538454202,0.0006318115736912825,0.015276885689595216,-0.004480610516834395,0.004254648499288896,0.011054788032871382,-0.00960815394790229,0.004287972982162515,-0.012343304965466992,-0.007544802625267376,-0.006150305443560161,-0.003378520009664342,-0.001741734691505792,0.003606811632876527,0.0001702264539363531,-0.00935658445831252
,,,,,,,0.010921222262189157,0.006646288419236122,-0.0018851585308811924,-0.006484129330575637,-0.006366233679380516,0.00025881003355796456,-0.0023612360104256877,0.0018179301198554937,-0.0006822175293249623,0.007145385769831291,0.00686136241823657,-0.0189267257934561,0.017375146581296054,0.0014898799061059044,0.0016347792715085438,0.0016126808912601558,-0.0013280955553415647,-0.0055684614066992925,0.00412001389655374,0.0006648962326470483
,,,,,,,0.003786182895684614,-0.007939950109220724,0.017966730924897107,-0.006067443411484734,9.445929008554719e-05,0.01120895565831578,0.0001363270565156384,0.016472206282554244,0.0030036234939962844,0.013823048007513794,0.008934511166566652,-0.002438833941507565,0.0023732879642280203,0.005719386716581288,-0.003959774587472256,0.0036956732788798845,0.0033683051238702936,0.003973666490339046,-0.0007413066754315328,-0.0021424805668015783
,,,,,,,-0.01728040155362734,-0.005251810401969696,0.004266312649518197,-0.00418758185202959,0.012077290192593647,0.0050969823287995274,-0.007122116791478234,0.00931839315865532,-0.005477586576115821,-0.009476050984750772,-0.001996205699574138,0.008801579711843215,0.01666856899089109,0.002575838732476908,-0.0029914136326424706,0.0015927242782466861,-0.0032909983730552484,0.0011971199299338356,0.006165564729255139,-0.003593826289676875
,,,,,,,0.00359083969394795,0.007822936051232618,0.005514039931128032,0.0037820065745056922,0.005786001545944323,9.973041254856082e-05,-0.02389240260272942,-0.002335306479058323,-0.024038171582764292,-0.00853282806313649,0.0007323799496002834,-0.0001389718347410554,-0.0069803299552398945,0.00018798079540573078,-0.0038768781415806056,-0.0004575726811944902,0.008593373366862831,0.002565191410801076,0.005307576963909319,0.006954261653495027
,,,,,,,-0.0035008228041631655,0.0064537026543346485,-0.00572815449183701,-0.00673122932495216,-0.0033561433208610593,0.00852766299200287,0.009190453963610496,-0.008561922254152875,-0.0009927916218630413,-0.01720246772754712,-0.014135914146335441,-0.013701898468035751,0.01853061922557825,-0.002746358258946531,-0.005131174659496126,-0.0014348911399889375,-0.009358202753258785,-0.003027860360176975,0.0047945742732916465,-0.0030683957031870947
,,,,,,,-0.006419220003059588,0.00014098406035851867,-0.006864093361087403,0.01928634188360281,0.008066987106483448,0.014252075490173134,0.007718438970924333,-0.02116815401329305,0.0145774813609994,0.007432019689923622,-0.0026467664800678705,-0.00017404450577469458,0.008101554940347831,-0.005260818163590449,0.010823857015084808,0.003258262953138768,0.006755837489013122,-0.008105417077835863,-0.002098283861364985,-0.003831884645590249
,,,,,,,0.006466762888408678,0.00152327383308782,-0.006038372817294313,-0.012969109533292557,-0.028135426206300756,0.005928103063518622,-0.0024632755711821337,-0.006841533192424202,0.009612154022415923,0.012862984056193825,-0.00015204617041744787,0.017391055162554913,0.005880400858523584,0.00437375663162441,0.006856695309942015,-0.004118924775785019,-0.0009215948543905239,0.0027162603237475243,-0.005199212238907435,0.0005784747000254672
,,,,,,,0.01065999522495951,0.013126648957884249,0.006366782135674452,-0.0023530746624203856,0.011837657003721034,0.00045352619843380606,0.0010199071722487192,-0.0017613023882769442,0.010003974845911708,0.007724365858430173,0.02655793091029975,0.012818917155347194,0.0026902445435314794,0.004768858106927928,0.009801837510721306,-0.002760372781138931,0.004497924361717781,-0.010117015762397272,-0.002867938026813972,0.0036279487314920824
,,,,,,,0.009662801191161986,-0.0055657138883583,-0.005864767212303944,-0.006145965874112623,-0.017047137787780997,-0.012768362323501595,0.005509392177040994,-0.00952179527151184,0.01271130721806218,0.0271918789335606,-0.010769670257741637,-0.00027004009366031744,-0.0021352861807444937,-0.0075286489334536666,-0.00591447509777782,-0.0010426732964751643,0.0005990074202936655,-0.001386752461212674,0.0011812047033336024,-0.0005082429300506345
,,,,,,,-0.008042175232226386,0.005820973811700379,0.0047966228534461934,0.02215466826530599,-0.0032744094140313216,-0.010301136630753726,-0.01527545856886543,-0.0009625696709230473,0.0012365759096143744,0.0003104636987352551,0.014991772387524374,0.009864492770580865,0.012355316584738726,0.00814919489090342,0.0005562687495544625,0.0038629612725359945,0.005897777680127346,0.0049059093320998485,0.0029289335676617777,0.006031852728346261
,,,,,,,-0.002742123758512146,-0.0016719265243389405,0.031581011979681585,0.0033983216476736193,-0.010846698946261439,-0.0027022470435466763,-0.004940526773462949,0.0011185188295876822,0.002323157074055956,0.011099866489480201,0.01031858773465808,-0.0033150702036805185,0.0017535986984804697,0.0030703561044700066,-0.006267538126020479,0.0012893029081226881,-0.001736809822764056,0.0011594886793651804,-0.010657857023802238,0.0028548783098204526
,,,,,,,0.0036626343140356396,-0.0018268120322722028,0.013516870551475385,0.015927668092029522,-0.012596814757209059,-0.005745122021592832,0.008292646796218271,-0.0018985598180807856,-0.005826518954343502,-0.01706721401822903,0.003156364044901364,-0.01668871586826719,-0.019320697035871522,0.0071979732257289675,-0.00327847438598532,-0.002754137275530736,-0.005293102125889061,0.009941713223949065,0.00015943399194124854,-0.01069105659865715
,,,,,,,0.010105451271223592,0.0113377685198719,-0.004440352982517617,-0.021833405595554578,0.011958267873785193,-0.00151971302985446,-0.012192894231692494,-0.006150025808234598,-0.0028107285602704977,-0.005793595239590416,0.017936204841951332,-0.008894659881295544,-0.010821864617070024,-0.006510638742425576,-0.004390634917082875,-0.0007809231161547111,0.007302521436355316,0.005325545762908867,0.0009904461266159223,-0.002447334817535041
,,,,,,,-0.0044417423784529,0.008604163489880298,0.01846820883245917,0.004455753988038882,-0.004327012013118914,0.0009164992489710717,0.003285579321666293,0.002036546719667277,0.006507711497711416,0.01152860412105244,0.004071054726068629,0.015978887685081978,-0.001508457521927473,-0.006629120777077195,0.006397920032207807,-0.0016929694322888832,-0.0003674032294107059,-0.003069491941627882,-0.0011877212815777577,-0.0026092104967584953
,,,,,,,-0.0015065897666381711,0.008485096360006385,-0.005671130595323271,0.013794461934351555,0.003815038817307158,0.005646927543567308,-0.013215818046234052,0.00476940649569409,0.012388844371688162,0.013985633771890304,0.004241591956679287,-0.002389930818293042,0.003449989831655551,-0.0005448465488364846,-0.001781148390508799,-0.001979366976700605,0.001307792368121053,0.00033656689925719334,0.006656369195079394,0.0025968047671471118
,,,,,,,-0.010713349740060283,0.013404788071543291,-0.03012186802766781,0.001684259839131363,-0.0001192057887918407,-0.00035498778059091213,0.005014299824335263,-0.010553990774428462,-0.0010444627568099954,-0.004303471162626916,-0.00018120653017545345,-0.0020838397937501807,-0.00021588488899895844,0.0027139221344759713,0.0055418966684700815,0.0030866686756703377,0.006373759570223975,-3.685351272217973e-05,0.0023089003712543545,-0.012924085281870558
,,,,,,,-0.011612066240806709,0.0005600384163275905,-0.01467129466376106,0.016432205625980266,0.005120408272231214,0.005215016438262019,-6.414822974835682e-06,0.0144593237974627,-0.0041518926485141164,-0.0007455880297290694,0.012585688824186274,-0.0026483819627488056,0.012539707897936632,0.009181804114634819,0.00322060444794259,-0.003965229387790517,-0.004959776210472175,-0.007710883816730637,0.006750959540404485,0.012945048543588612
